input_id,input_name,input_path,input_full_path,match_id,match_name,match_path,match_full_path,confidence,reasoning,method
2115,Приводний механізм,,"Частини MZ ETZ, TS, ES > Приводний механізм",2001,Частини двигуна,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Частини двигуна,0.8,Пов'язано з частинами двигуна,semantic
2116,Система випуску,,"Частини MZ ETZ, TS, ES > Система випуску",2004,Система випуску,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Система випуску,1.0,Точне семантичне співпадіння,exact
2118,Електрика | Освітлення,,"Деталі ROMET, KOMAR > Електрика | Освітлення",2002,Електрика та освітлення,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Електрика та освітлення,1.0,Точне семантичне співпадіння для електрики та освітлення,exact
2119,Карбюратор,,"Деталі ROMET, KOMAR > Карбюратор",2001,Частини двигуна,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Частини двигуна,0.9,Карбюратор є частиною двигуна мотоцикла,semantic
2121,Надбудова | Підвіска | Рама,,"Деталі ROMET, KOMAR > Надбудова | Підвіска | Рама",5004,Важелі,,Підвіска та трансмісія > Система підвіски > Важелі,0.7,Часткове семантичне співпадіння по підвісці та елементах конструкції,semantic
2122,Наклейки,,"Деталі ROMET, KOMAR > Наклейки",8024,Графіка та наклейки,,Квадроцикли та UTV > Аксесуари для квадроциклів > Графіка та наклейки,0.6,Часткове семантичне співпадіння по наклейках,semantic
2123,Двигун,,"Деталі ROMET, KOMAR > Двигун",8001,Двигун та трансмісія,,Квадроцикли та UTV > Частини квадроцикла > Двигун та трансмісія,0.7,Семантичне співпадіння по категорії двигуна,semantic
2047,Електрика | Освітлення,,Частини SIMSON > Електрика | Освітлення,2002,Електрика та освітлення,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Електрика та освітлення,0.9,Точне семантичне співпадіння по електриці та освітленню,semantic
2050,Кузов | Підвіска | Рама,,Частини SIMSON > Кузов | Підвіска | Рама,5004,Важелі,,Підвіска та трансмісія > Система підвіски > Важелі,0.7,Часткове семантичне співпадіння по підвісці та елементах конструкції,semantic
2051,Наклейки,,Частини SIMSON > Наклейки,8024,Графіка та наклейки,,Квадроцикли та UTV > Аксесуари для квадроциклів > Графіка та наклейки,0.6,Часткове семантичне співпадіння по наклейках,semantic
2052,Двигун,,Частини SIMSON > Двигун,2001,Частини двигуна,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Частини двигуна,0.9,Точне семантичне співпадіння для категорії частин двигуна,semantic
2053,Тюнінг,,Частини SIMSON > Тюнінг,8031,Тюнінг Can-am,,Квадроцикли та UTV > Тюнінг та покращення > Тюнінг Can-am,0.7,"Часткове семантичне співпадіння для тюнінгу, але не зовсім точне",general
2054,Силова передача,,Частини SIMSON > Силова передача,2001,Частини двигуна,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Частини двигуна,0.8,Семантичне співпадіння з категорією частин мотоцикла,semantic
2055,Система випуску,,Частини SIMSON > Система випуску,2004,Система випуску,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Система випуску,1.0,Точне співпадіння категорії системи випуску,exact
2125,Амортизатори,,"Частини скутери, мопеди > Амортизатори",1014,Амортизатори,,Велосипеди та велосипедні аксесуари > Частини велосипеда > Амортизатори,0.6,"Часткове семантичне співпадіння, але для різних типів транспорту",general
2126,"Циліндри, Головки, Поршні, Кільця",,"Частини скутери, мопеди > Циліндри, Головки, Поршні, Кільця",2001,Частини двигуна,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Частини двигуна,0.9,Точне семантичне співпадіння для частин двигуна,semantic
2127,Датчики,,"Частини скутери, мопеди > Датчики",8002,Електрика,,Квадроцикли та UTV > Частини квадроцикла > Електрика,0.7,Часткове семантичне співпадіння з електронними компонентами,general
2128,Елементи кузова,,"Частини скутери, мопеди > Елементи кузова",2011,Бампери та дуги,,Мотоциклетні аксесуари та частини > Кузов та захист > Бампери та дуги,0.8,Семантичне співпадіння з елементами кузова та захисту,semantic
2129,Повітряні фільтри,,"Частини скутери, мопеди > Повітряні фільтри",10021,Повітряні фільтри,,Хімія та мастила > Фільтри > Повітряні фільтри,0.9,Точне семантичне співпадіння для повітряних фільтрів,exact
2130,"карбюратори, крани",,"Частини скутери, мопеди > карбюратори, крани",2001,Частини двигуна,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Частини двигуна,0.9,Категория карбюраторов и кранов относится к частям двигателя мотоциклетных транспортных средств,semantic
2131,Гальма,,"Частини скутери, мопеди > Гальма",2003,Гальмівна система,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Гальмівна система,1.0,Точное соответствие категории тормозов,exact
2132,кермо,,"Частини скутери, мопеди > кермо",2001,Частини двигуна,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Частини двигуна,0.7,Нет точного соответствия для рулевого управления,general
2134,кола,,"Частини скутери, мопеди > кола",1011,Колеса та покришки,,Велосипеди та велосипедні аксесуари > Частини велосипеда > Колеса та покришки,0.8,Семантическое соответствие категории колес,semantic
2136,"Модулі, Котушки. Регулятори",,"Частини скутери, мопеди > Модулі, Котушки. Регулятори",8002,Електрика,,Квадроцикли та UTV > Частини квадроцикла > Електрика,0.8,Семантическое соответствие электрическим компонентам,semantic
2137,Наклейки,,"Частини скутери, мопеди > Наклейки",8024,Графіка та наклейки,,Квадроцикли та UTV > Аксесуари для квадроциклів > Графіка та наклейки,0.9,Точное соответствие категории наклеек,exact
2139,Освітлення,,"Частини скутери, мопеди > Освітлення",2002,Електрика та освітлення,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Електрика та освітлення,1.0,Точное соответствие категории освещения,exact
2140,Приводні ремені,,"Частини скутери, мопеди > Приводні ремені",8005,Пасики приводні,,Квадроцикли та UTV > Частини квадроцикла > Пасики приводні,0.7,"Найближча категорія для приводних ременів, хоча специфічно для квадроциклів",semantic
2141,Масляні насоси,,"Частини скутери, мопеди > Масляні насоси",8001,Двигун та трансмісія,,Квадроцикли та UTV > Частини квадроцикла > Двигун та трансмісія,0.6,"Частина двигуна, але не точне співпадіння",general
2142,Водяні насоси,,"Частини скутери, мопеди > Водяні насоси",8001,Двигун та трансмісія,,Квадроцикли та UTV > Частини квадроцикла > Двигун та трансмісія,0.6,"Частина двигуна, але не точне співпадіння",general
2143,Перемикачі,,"Частини скутери, мопеди > Перемикачі",8002,Електрика,,Квадроцикли та UTV > Частини квадроцикла > Електрика,0.8,"Електричні компоненти, включаючи перемикачі",semantic
2144,Стартери,,"Частини скутери, мопеди > Стартери",8002,Електрика,,Квадроцикли та UTV > Частини квадроцикла > Електрика,0.8,"Електричні компоненти, включаючи стартери",semantic
2145,Двигуни,,"Частини скутери, мопеди > Двигуни",8001,Двигун та трансмісія,,Квадроцикли та UTV > Частини квадроцикла > Двигун та трансмісія,0.9,Точне співпадіння за типом компонента,semantic
2146,Зчеплення,,"Частини скутери, мопеди > Зчеплення",8001,Двигун та трансмісія,,Квадроцикли та UTV > Частини квадроцикла > Двигун та трансмісія,0.7,"Частина трансмісії, але не точне співпадіння",general
2148,Статори,,"Частини скутери, мопеди > Статори",8002,Електрика,,Квадроцикли та UTV > Частини квадроцикла > Електрика,0.8,Електричний компонент,semantic
2149,Глушники,,"Частини скутери, мопеди > Глушники",8032,Труби та глушники,,Квадроцикли та UTV > Тюнінг та покращення > Труби та глушники,0.9,Точне співпадіння за типом компонента,exact
2150,Ущільнювачі,,"Частини скутери, мопеди > Ущільнювачі",2001,Частини двигуна,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Частини двигуна,0.7,Часткове семантичне співпадіння з частинами двигуна,semantic
2151,Вали,,"Частини скутери, мопеди > Вали",2001,Частини двигуна,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Частини двигуна,0.8,Семантичне співпадіння з частинами двигуна,semantic
2152,"Wariatory - варіатори
Rolki - ролики",,"Частини скутери, мопеди > Wariatory - варіатори
Rolki - ролики",2001,Частини двигуна,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Частини двигуна,0.7,Часткове семантичне співпадіння з частинами двигуна,semantic
2153,"Зубчасті колеса, Ланцюги",,"Частини скутери, мопеди > Зубчасті колеса, Ланцюги",2001,Частини двигуна,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Частини двигуна,0.6,Часткове семантичне співпадіння з частинами двигуна,semantic
2154,Електрика | Освітлення,,"Деталі WSK, WFM, SHL > Електрика | Освітлення",2002,Електрика та освітлення,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Електрика та освітлення,1.0,Точне семантичне співпадіння,exact
2155,Карбюратор,,"Деталі WSK, WFM, SHL > Карбюратор",2001,Частини двигуна,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Частини двигуна,0.9,Семантичне співпадіння з частинами двигуна,semantic
2157,Надбудова | Підвіска | Рама,,"Деталі WSK, WFM, SHL > Надбудова | Підвіска | Рама",2004,Система випуску,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Система випуску,0.5,"Часткове семантичне співпадіння, але не точне",semantic
2158,Наліпки,,"Деталі WSK, WFM, SHL > Наліпки",2023,Наклейки та емблеми,,Мотоциклетні аксесуари та частини > Аксесуари > Наклейки та емблеми,1.0,Точне семантичне співпадіння,exact
2159,Двигун,,"Деталі WSK, WFM, SHL > Двигун",2001,Частини двигуна,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Частини двигуна,1.0,Точне семантичне співпадіння,exact
2067,Фільтри палива,,Фільтри палива,10023,Паливні фільтри,,Хімія та мастила > Фільтри > Паливні фільтри,0.9,Точне семантичне співпадіння в категорії фільтрів,exact
2161,Присвячені,,Фільтри повітря > Присвячені,10021,Повітряні фільтри,,Хімія та мастила > Фільтри > Повітряні фільтри,0.8,Семантичне співпадіння в категорії повітряних фільтрів,semantic
2162,Губчасті універсальні,,Фільтри повітря > Губчасті універсальні,10021,Повітряні фільтри,,Хімія та мастила > Фільтри > Повітряні фільтри,0.8,Семантичне співпадіння в категорії повітряних фільтрів,semantic
2163,Конічні,,Фільтри повітря > Конічні,10021,Повітряні фільтри,,Хімія та мастила > Фільтри > Повітряні фільтри,0.8,Семантичне співпадіння в категорії повітряних фільтрів,semantic
2069,Гумки керма,,Гумки керма,1015,Керування,,Велосипеди та велосипедні аксесуари > Частини велосипеда > Керування,0.7,Часткове семантичне співпадіння в категорії керування,general
2164,Блокування щитків,,Гальма > Блокування щитків,1012,Гальма,,Велосипеди та велосипедні аксесуари > Частини велосипеда > Гальма,0.8,Семантичне співпадіння в категорії гальм,semantic
2165,Будівельні блоки,,Гальма > Будівельні блоки,1012,Гальма,,Велосипеди та велосипедні аксесуари > Частини велосипеда > Гальма,0.8,Семантичне співпадіння в категорії гальм,semantic
2166,Щелепи,,Гальма > Щелепи,1012,Гальма,,Велосипеди та велосипедні аксесуари > Частини велосипеда > Гальма,0.8,Семантичне співпадіння в категорії гальм,semantic
2168,Цілісні,,Мотоциклетні шоломи > Цілісні,3001,Інтегральні,,Захисний одяг та екіпіровка > Шоломи > Інтегральні,0.95,Точне семантичне співпадіння інтегральних/цілісних шоломів,semantic
2170,Мотоцикл - крос/ендуро,,Мотоциклетні шоломи > Мотоцикл - крос/ендуро,3003,Мотокрос/Ендуро,,Захисний одяг та екіпіровка > Шоломи > Мотокрос/Ендуро,0.95,Точне семантичне співпадіння шоломів для крос/ендуро,semantic
2171,Відкриті,,Мотоциклетні шоломи > Відкриті,3002,Відкриті,,Захисний одяг та екіпіровка > Шоломи > Відкриті,1.0,Точне співпадіння категорії відкритих шоломів,exact
2172,Щелепні,,Мотоциклетні шоломи > Щелепні,3004,Модульні,,Захисний одяг та екіпіровка > Шоломи > Модульні,0.7,"Часткове семантичне співпадіння, модульні шоломи можуть включати щелепні",semantic
2071,кермо,,кермо,1015,Керування,,Велосипеди та велосипедні аксесуари > Частини велосипеда > Керування,0.8,Співпадіння за категорією керування для велосипедів,semantic
2072,Валізи,,Валізи,2021,Сумки та кофри,,Мотоциклетні аксесуари та частини > Аксесуари > Сумки та кофри,0.9,Точне семантичне співпадіння для сумок та кофрів,semantic
2074,Дзеркала,,Дзеркала,2022,Дзеркала,,Мотоциклетні аксесуари та частини > Аксесуари > Дзеркала,1.0,Точне співпадіння категорії дзеркал,exact
2076,Наклейки,,Наклейки,8024,Графіка та наклейки,,Квадроцикли та UTV > Аксесуари для квадроциклів > Графіка та наклейки,0.9,Точне семантичне співпадіння категорії наклейок,semantic
2077,Інструменти,,Інструменти,11001,Набори інструментів,,Інструменти та обладнання > Ручний інструмент > Набори інструментів,0.8,Загальна категорія інструментів,general
2178,Рукавиці,,Одяг > Рукавиці,3014,Рукавиці,,Захисний одяг та екіпіровка > Одяг > Рукавиці,1.0,Точне співпадіння категорії рукавиць,exact
2181,Ковпачки клапанів,,Шини > Ковпачки клапанів,6022,Ковпаки,,"Шини, диски та колеса > Аксесуари для коліс > Ковпаки",0.9,Точне семантичне співпадіння для аксесуарів коліс,semantic
2182,шини,,Шини > шини,6001,Всесезонні,,"Шини, диски та колеса > Шини > Всесезонні",0.8,"Загальна категорія шин, найближча відповідність",general
2080,Олії | Хімія,,Олії | Хімія,10001,Моторні олії,,Хімія та мастила > Олії та мастила > Моторні олії,0.9,Точне співпадіння категорії олій,exact
2082,Захисні рукавиці,,Захисні рукавиці,3014,Рукавиці,,Захисний одяг та екіпіровка > Одяг > Рукавиці,0.9,Точне семантичне співпадіння для рукавиць,semantic
2183,покажчики повороту,,Освітлення > покажчики повороту,12054,Покажчики повороту,,Автомобільні аксесуари та частини > Освітлення автомобільне > Покажчики повороту,1.0,Точне співпадіння категорії покажчиків повороту,exact
2184,переривники покажчиків повороту,,Освітлення > переривники покажчиків повороту,12061,Вимикачі та реле,,Автомобільні аксесуари та частини > Електрика та електроніка > Вимикачі та реле,0.7,Часткове семантичне співпадіння в електричних компонентах,semantic
2084,Приводні ремені,,Приводні ремені,8005,Пасики приводні,,Квадроцикли та UTV > Частини квадроцикла > Пасики приводні,0.8,Семантичне співпадіння для приводних ременів,semantic
2089,Звукові сигнали,,Звукові сигнали,12064,Звукові сигнали,,Автомобільні аксесуари та частини > Електрика та електроніка > Звукові сигнали,1.0,Точное совпадение по типу и назначению звуковых сигналов,exact
2192,світлодіодні,,Лампочки > світлодіодні,12052,Комплекти LED-ламп,,Автомобільні аксесуари та частини > Освітлення автомобільне > Комплекти LED-ламп,0.9,Точное соответствие по типу LED-ламп в автомобильной электронике,semantic
2096,Інше,,Аксесуари > Інше,Не найдено,Не найдено,,Не найдено,0.1,Занадто загальна категорія без чіткої семантики,unmatched
2097,Чашки,,Аксесуари > Чашки,Не найдено,Не найдено,,Не найдено,0.2,Немає відповідної категорії для чашок,unmatched
2103,Карбюратор,,Деталі JAWA 50 > Карбюратор,Не знайдено,Не найдено,,Не найдено,0.5,Немає точної категорії для карбюраторів,unmatched
2104,Посилання,,Деталі JAWA 50 > Посилання,Не знайдено,Не найдено,,Не найдено,0.3,"Неясна категорія, немає точного відповідника",unmatched
2108,Ущільнювачі,,Деталі JAWA 50 > Ущільнювачі,Не знайдено,Не найдено,,Не найдено,0.4,Немає спеціалізованої категорії для ущільнювачів,unmatched
2111,Посилання,,"Частини MZ ETZ, TS, ES > Посилання",Не знайдено,Не найдено,,Не найдено,0.3,Немає чіткого семантичного відповідника в новій структурі,unmatched
2113,Наліпки,,"Частини MZ ETZ, TS, ES > Наліпки",Не знайдено,Не найдено,,Не найдено,0.4,Немає точної категорії для наліпок,unmatched
2117,Ущільнювачі,,"Частини MZ ETZ, TS, ES > Ущільнювачі",Не знайдено,Не найдено,,Не найдено,0.3,Немає спеціалізованої категорії для ущільнювачів,unmatched
2120,Посилання,,"Деталі ROMET, KOMAR > Посилання",Не найдено,Не найдено,,Не найдено,0.0,Технічне посилання без чіткої категорії товарів,unmatched
2124,Ущільнювачі,,"Деталі ROMET, KOMAR > Ущільнювачі",Не найдено,Не найдено,,Не найдено,0.0,Немає точної категорії для ущільнювачів,unmatched
2048,Карбюратор,,Частини SIMSON > Карбюратор,Не найдено,Не найдено,,Не найдено,0.0,Немає спеціалізованої категорії для карбюраторів,unmatched
2049,Посилання,,Частини SIMSON > Посилання,Не найдено,Не найдено,,Не найдено,0.0,Технічне посилання без чіткої категорії товарів,unmatched
2056,Ущільнювачі,,Частини SIMSON > Ущільнювачі,Не знайдено,Не найдено,,Не найдено,0.3,Немає точної категорії для ущільнювачів,unmatched
2133,Дверні ручки,,"Частини скутери, мопеди > Дверні ручки",Не найдено,Не найдено,,Не найдено,0.2,Нет подходящей категории для дверных ручек в мотоциклетных/скутерных частях,unmatched
2135,Посилання,,"Частини скутери, мопеди > Посилання",Не найдено,Не найдено,,Не найдено,0.3,"Неясная категория, нет точного соответствия",unmatched
2138,Привід лічильника,,"Частини скутери, мопеди > Привід лічильника",Не найдено,Не найдено,,Не найдено,0.4,Специфическая категория привода счетчика не имеет прямого соответствия,unmatched
2147,Станції,,"Частини скутери, мопеди > Станції",Не знайдено,Не найдено,,Не найдено,0.1,Немає чіткого семантичного відповідника,unmatched
2156,Посилання,,"Деталі WSK, WFM, SHL > Посилання",Не знайдено,Не найдено,,Не найдено,0.2,Недостатньо інформації для точного зіставлення,unmatched
2160,Ущільнювачі,,"Деталі WSK, WFM, SHL > Ущільнювачі",Не найдено,Не найдено,,Не найдено,0.2,"Специфічна категорія деталей, не знайдено точної відповідності в новій структурі",unmatched
2167,Окуляри,,Мотоциклетні шоломи > Окуляри,Не найдено,Не найдено,,Не найдено,0.3,"Специфічна підкатегорія шоломів, не знайдено точної відповідності",unmatched
2169,Шапки-підшоломники,,Мотоциклетні шоломи > Шапки-підшоломники,Не знайдено,Не найдено,,Не найдено,0.3,Немає відповідної категорії в новій структурі,unmatched
2073,Література,,Література,Не знайдено,Не найдено,,Не найдено,0.1,Немає відповідної категорії в новій структурі,unmatched
2075,Підшипники,,Підшипники,Не знайдено,Не найдено,,Не найдено,0.3,Немає чіткої категорії для підшипників в новій структурі,unmatched
2173,Світшоти,,Одяг > Світшоти,Не найдено,Не найдено,,Не найдено,0.0,Немає точної категорії світшотів у наданій структурі,unmatched
2174,Шапки,,Одяг > Шапки,Не найдено,Не найдено,,Не найдено,0.0,Немає категорії шапок у наданій структурі,unmatched
2175,Балаклави,,Одяг > Балаклави,Не найдено,Не найдено,,Не найдено,0.0,Немає категорії балаклав у наданій структурі,unmatched
2176,Футболки,,Одяг > Футболки,Не найдено,Не найдено,,Не найдено,0.0,Немає категорії футболок у наданій структурі,unmatched
2177,Фірмові футболки,,Одяг > Фірмові футболки,Не найдено,Не найдено,,Не найдено,0.0,Немає категорії фірмових футболок у наданій структурі,unmatched
2179,камери,,Шини > камери,Не найдено,Не найдено,,Не найдено,0.0,Немає специфічної категорії камер для шин,unmatched
2180,фартухи | клапани,,Шини > фартухи | клапани,Не найдено,Не найдено,,Не найдено,0.0,Немає специфічної категорії фартухів або клапанів для шин,unmatched
2081,Ущільнювачі,,Ущільнювачі,Не знайдено,Не найдено,,Не найдено,0.2,Немає точної відповідності в наданій структурі,unmatched
2085,Паливні шланги,,Паливні шланги,Не знайдено,Не найдено,,Не найдено,0.3,Немає точної відповідності в наданій структурі,unmatched
2086,Провідники запалення,,Провідники запалення,Не знайдено,Не найдено,,Не найдено,0.2,Немає точної відповідності в наданій структурі,unmatched
2087,Годинники,,Годинники,Не найдено,Не найдено,,Не найдено,0.0,Нет подходящей категории в новой структуре для общих часов,unmatched
2088,Ущільнення,,Ущільнення,Не найдено,Не найдено,,Не найдено,0.0,Нет специфической категории для уплотнений в новой структуре,unmatched
2185,люльки,,Свічки | Люльки > люльки,Не найдено,Не найдено,,Не найдено,0.0,Нет категории для курительных трубок или люлек,unmatched
2186,свічки запалювання,,Свічки | Люльки > свічки запалювання,Не найдено,Не найдено,,Не найдено,0.0,Нет специфической категории для свечей зажигания,unmatched
2187,Електричні закінчення,,Універсальні > Електричні закінчення,Не найдено,Не найдено,,Не найдено,0.0,Нет категории для электрических окончаний или разъемов,unmatched
2188,Кульки підшипникові,,Універсальні > Кульки підшипникові,Не найдено,Не найдено,,Не найдено,0.0,Нет специфической категории для подшипниковых шариков,unmatched
2189,Кришечки,,Універсальні > Кришечки,Не найдено,Не найдено,,Не найдено,0.0,Нет универсальной категории для крышек,unmatched
2190,Заклепки,,Універсальні > Заклепки,Не найдено,Не найдено,,Не найдено,0.0,Нет категории для заклепок,unmatched
2191,Хомути затискні,,Універсальні > Хомути затискні,Не найдено,Не найдено,,Не найдено,0.0,Нет категории для зажимных хомутов,unmatched
