input_id,input_name,input_path,input_full_path,match_id,match_name,match_path,match_full_path,confidence,reasoning,method
1371,Взуття для тріатлону,,Велосипедні аксесуари > Взуття для велосипеда > Взуття для тріатлону,4060802,Взуття шосейне,,Велосипеди > Велоодяг та взуття > Велозвуття > Взуття шосейне,0.7,Найближча категорія для спеціалізованого велосипедного взуття,semantic
1360,Велосипедні шапки,,Велосипедні аксесуари > Одяг для велосипедистів > Велосипедні шапки,40601,Велофутболки та джерсі,,Велосипеди > Велоодяг та взуття > Велофутболки та джерсі,0.5,Немає точної категорії для велосипедних шапок,general
1359,Футболки і Велосипедні Світшоти,,Велосипедні аксесуари > Одяг для велосипедистів > Футболки і Велосипедні Світшоти,40601,Велофутболки та джерсі,,Велосипеди > Велоодяг та взуття > Велофутболки та джерсі,1.0,Точне співпадіння для велосипедних футболок,exact
1361,Велокуртки,,Велосипедні аксесуари > Одяг для велосипедистів > Велокуртки,40603,Велокуртки,,Велосипеди > Велоодяг та взуття > Велокуртки,1.0,Точне співпадіння для велокурток,exact
1363,Велозахист,,Велосипедні аксесуари > Одяг для велосипедистів > Велозахист,40607,Велозахист,,Велосипеди > Велоодяг та взуття > Велозахист,1.0,Точне співпадіння для велосипедного захисту,exact
1364,Окуляри Велосипедні,,Велосипедні аксесуари > Одяг для велосипедистів > Окуляри Велосипедні,40606,Велоокуляри,,Велосипеди > Велоодяг та взуття > Велоокуляри,1.0,Точне співпадіння для велосипедних окулярів,exact
1365,Рукавиці Велосипедні,,Велосипедні аксесуари > Одяг для велосипедистів > Рукавиці Велосипедні,40604,Велорукавички,,Велосипеди > Велоодяг та взуття > Велорукавички,1.0,Точне співпадіння для велосипедних рукавичок,exact
1366,Шкарпетки Велосипедні,,Велосипедні аксесуари > Одяг для велосипедистів > Шкарпетки Велосипедні,40605,Велошкарпетки,,Велосипеди > Велоодяг та взуття > Велошкарпетки,1.0,Точне співпадіння для велосипедних шкарпеток,exact
1367,Шорти та штани,,Велосипедні аксесуари > Одяг для велосипедистів > Шорти та штани,40602,Велошорти та штани,,Велосипеди > Велоодяг та взуття > Велошорти та штани,1.0,Точне співпадіння для велосипедних шортів та штанів,exact
1356,Автомобільні багажники,,Велосипедні аксесуари > Аксесуари > Автомобільні багажники,Не найдено,Не найдено,,Не найдено,0.0,Категория автомобильных багажников отсутствует в новой структуре,unmatched
1341,Швидкісний ящик,,Велосипедні аксесуари > Аксесуари > Тюнінг електровелосипеда > Швидкісний ящик,Не найдено,Не найдено,,Не найдено,0.0,Специфическая категория для тюнинга электровелосипеда отсутствует,unmatched
1319,Велосипедні дзвоники,,Велосипедні аксесуари > Аксесуари > Велосипедні дзвоники,Не найдено,Не найдено,,Не найдено,0.0,Специфическая категория дзвоников отсутствует,unmatched
1320,Дитячі крісельця,,Велосипедні аксесуари > Аксесуари > Дитячі крісельця,Не найдено,Не найдено,,Не найдено,0.0,Категория детских кресел отсутствует,unmatched
1321,Кошики На Кермо,,Велосипедні аксесуари > Аксесуари > Кошики На Кермо,Не найдено,Не найдено,,Не найдено,0.0,Специфическая категория корзинок на руль отсутствует,unmatched
1327,Дзеркала для велосипедів,,Велосипедні аксесуари > Аксесуари > Дзеркала для велосипедів,Не найдено,Не найдено,,Не найдено,0.0,Специфическая категория зеркал для велосипедов отсутствует,unmatched
1332,Центрувальники для коліс,,Велосипедні аксесуари > Аксесуари > Інструменти і Сервіс > Центрувальники для коліс,Не найдено,Не найдено,,Не найдено,0.0,Специфическая категория центровщиков колес отсутствует,unmatched
1333,Підіймачі сервісні,,Велосипедні аксесуари > Аксесуари > Інструменти і Сервіс > Підіймачі сервісні,Не найдено,Не найдено,,Не найдено,0.0,Специфическая категория сервисных подъемников отсутствует,unmatched
1338,Підніжки Велосипедні,,Велосипедні аксесуари > Аксесуари > Підніжки Велосипедні,Не знайдено,Не найдено,,Не найдено,0.3,Немає точної відповідної категорії для підніжок,unmatched
1354,Чохли На Велосипед,,Велосипедні аксесуари > Аксесуари > Чохли На Велосипед,Не знайдено,Не найдено,,Не найдено,0.3,Немає точної відповідної категорії для чохлів на велосипед,unmatched
1352,"Стійки, вішаки",,"Велосипедні аксесуари > Аксесуари > Стійки, вішаки",Не знайдено,Не найдено,,Не найдено,0.3,Немає точної відповідної категорії для стійок та вішаків,unmatched
1344,Велосипедні тримачі,,Велосипедні аксесуари > Аксесуари > Велосипедні тримачі > Велосипедні тримачі,Не знайдено,Не найдено,,Не найдено,0.3,Немає точної відповідної категорії для тримачів,unmatched
1348,Страхувальні з'єднання,,Велосипедні аксесуари > Аксесуари > Велосипедні кріплення > Страхувальні з'єднання,Не знайдено,Не найдено,,Не найдено,0.3,Немає точної відповідної категорії для страхувальних з'єднань,unmatched
1362,"Маски, Балаклави",,"Велосипедні аксесуари > Одяг для велосипедистів > Маски, Балаклави",Не знайдено,Не найдено,,Не найдено,0.3,Немає відповідної категорії для велосипедних масок та балаклав,unmatched
