input_id,input_name,input_path,input_full_path,match_id,match_name,match_path,match_full_path,confidence,reasoning,method
2259,Черепахи,2155>2257>2259,Захист > Черепахи,Екіпірування та одяг > Захист > Черепахи,Черепахи,Екіпірування та одяг > Захист > Черепахи,Екіпірування та одяг > Захист > Черепахи,1.0,Точное совпадение,exact
2258,Броні та нагрудники,2155>2257>2258,Захист > Броні та нагрудники,Екіпірування та одяг > Захист > Броні / нагрудники,Броні / нагрудники,Екіпірування та одяг > Захист > Броні / нагрудники,Екіпірування та одяг > Захист > Броні / нагрудники,1.0,Точное совпадение,exact
2256,Акумулятори та зарядні пристрої,2155>2227>2256,Електроніка > Акумулятори та зарядні пристрої,Електроніка > Акумулятори та зарядні пристрої,Акумулятори та зарядні пристрої,Електроніка > Акумулятори та зарядні пристрої,Електроніка > Акумулятори та зарядні пристрої,1.0,Точное совпадение,exact
2255,Тримачі / Чехли,2155>2227>2253>2255,Електроніка > Навігації GPS > Тримачі / Чехли,Електроніка > GPS-навігація > Тримачі,Тримачі,Електроніка > GPS-навігація > Тримачі,Електроніка > GPS-навігація > Тримачі,0.9,Семантическое совпадение с незначительными различиями в названии,semantic
2254,Навігатори,2155>2227>2253>2254,Електроніка > Навігації GPS > Навігатори,Електроніка > GPS-навігація > Навігатори,Навігатори,Електроніка > GPS-навігація > Навігатори,Електроніка > GPS-навігація > Навігатори,1.0,Точное совпадение,exact
2252,Navitel,2155>2227>2246>2252,Електроніка > Камери > Navitel,Електроніка > Камери > Navitel,Navitel,Електроніка > Камери > Navitel,Електроніка > Камери > Navitel,1.0,Точное совпадение,exact
2250,Камери,2155>2227>2246>2249>2250,Електроніка > Камери > Midland > Камери,Електроніка > Камери > Midland,Midland,Електроніка > Камери > Midland,Електроніка > Камери > Midland,1.0,Точное совпадение,exact
2248,Аксесуари,2155>2227>2246>2247>2248,Електроніка > Камери > GoPro > Аксесуари,Електроніка > Камери > GoPro,GoPro,Електроніка > Камери > GoPro,Електроніка > Камери > GoPro,0.8,"Частичное совпадение, без точного указания на аксессуары",general
2245,Аксесуари,2155>2227>2228>2245,Електроніка > Інтеркоми > Аксесуари,Електроніка > Інтеркоми > Аксесуари,Аксесуари,Електроніка > Інтеркоми > Аксесуари,Електроніка > Інтеркоми > Аксесуари,1.0,Точное совпадение,exact
2231,Midland,2155>2227>2228>2229>2231,Електроніка > Інтеркоми > Універсальні > Midland,Електроніка > Камери > Midland,Midland,Електроніка > Камери > Midland,Електроніка > Камери > Midland,0.5,"Частичное совпадение по бренду, но в разных категориях",semantic
2226,Корисне в подорожі,2155>2215>2226,Аксесуари > Корисне в подорожі,Аксесуари для мотоцикліста > Корисне в подорожі,Корисне в подорожі,Аксесуари для мотоцикліста > Корисне в подорожі,Аксесуари для мотоцикліста > Корисне в подорожі,1.0,Точное совпадение,exact
2224,Заглушки/Вкладиші для вух,2155>2215>2224,Аксесуари > Заглушки/Вкладиші для вух,Аксесуари для мотоцикліста > Заглушки для вух,Заглушки для вух,Аксесуари для мотоцикліста > Заглушки для вух,Аксесуари для мотоцикліста > Заглушки для вух,1.0,Точное совпадение,exact
2223,Сумки на пояс,2155>2215>2223,Аксесуари > Сумки на пояс,Аксесуари для мотоцикліста > Рюкзаки і сумки > Сумки на пояс,Сумки на пояс,Аксесуари для мотоцикліста > Рюкзаки і сумки > Сумки на пояс,Аксесуари для мотоцикліста > Рюкзаки і сумки > Сумки на пояс,1.0,Точное совпадение,exact
2222,Рюкзаки,2155>2215>2222,Аксесуари > Рюкзаки,Багаж > Рюкзаки,Рюкзаки,Багаж > Рюкзаки,Багаж > Рюкзаки,1.0,Точное совпадение,exact
2221,Наплічники (лямки),2155>2215>2221,Аксесуари > Наплічники (лямки),Аксесуари для мотоцикліста > Рюкзаки і сумки > Наплічники,Наплічники,Аксесуари для мотоцикліста > Рюкзаки і сумки > Наплічники,Аксесуари для мотоцикліста > Рюкзаки і сумки > Наплічники,0.9,Смысловое совпадение,semantic
2220,Чищення / Догляд,2155>2215>2220,Аксесуари > Чищення / Догляд,Аксесуари для мотоцикліста > Догляд та чищення,Догляд та чищення,Аксесуари для мотоцикліста > Догляд та чищення,Аксесуари для мотоцикліста > Догляд та чищення,1.0,Точное совпадение,exact
2219,Накладки на коліна,2155>2215>2219,Аксесуари > Накладки на коліна,Екіпірування та одяг > Захист > Наколінники / ортези,Наколінники / ортези,Екіпірування та одяг > Захист > Наколінники / ортези,Екіпірування та одяг > Захист > Наколінники / ортези,1.0,Точное совпадение,exact
2218,Поясні ремені,2155>2215>2218,Аксесуари > Поясні ремені,Аксесуари для мотоцикліста > Поясні ремені,Поясні ремені,Аксесуари для мотоцикліста > Поясні ремені,Аксесуари для мотоцикліста > Поясні ремені,1.0,Точное совпадение,exact
2217,Жилети і світловідбиваючі пояси,2155>2215>2217,Аксесуари > Жилети і світловідбиваючі пояси,Аксесуари для мотоцикліста > Жилети світловідбиваючі,Жилети світловідбиваючі,Аксесуари для мотоцикліста > Жилети світловідбиваючі,Аксесуари для мотоцикліста > Жилети світловідбиваючі,1.0,Точное совпадение,exact
2216,Балаклави та коміри,2155>2215>2216,Аксесуари > Балаклави та коміри,Аксесуари для мотоцикліста > Балаклави і коміри,Балаклави і коміри,Аксесуари для мотоцикліста > Балаклави і коміри,Аксесуари для мотоцикліста > Балаклави і коміри,1.0,Точное совпадение,exact
2214,Пригоди,2155>2208>2214,Взуття > Пригоди,Екіпірування та одяг > Взуття > Пригодницькі,Пригодницькі,Екіпірування та одяг > Взуття > Пригодницькі,Екіпірування та одяг > Взуття > Пригодницькі,1.0,Точное совпадение,exact
2213,Черевики chopper,2155>2208>2213,Взуття > Черевики chopper,Екіпірування та одяг > Взуття > Черевики chopper,Черевики chopper,Екіпірування та одяг > Взуття > Черевики chopper,Екіпірування та одяг > Взуття > Черевики chopper,1.0,Точное совпадение,exact
2212,Крос/Ендуро/ATV,2155>2208>2212,Взуття > Крос/Ендуро/ATV,Екіпірування та одяг > Взуття > Ендуро/крос,Ендуро/крос,Екіпірування та одяг > Взуття > Ендуро/крос,Екіпірування та одяг > Взуття > Ендуро/крос,1.0,Точное совпадение,exact
2211,Короткі,2155>2208>2211,Взуття > Короткі,Екіпірування та одяг > Взуття > Короткі,Короткі,Екіпірування та одяг > Взуття > Короткі,Екіпірування та одяг > Взуття > Короткі,1.0,Точное совпадение,exact
2210,Туристичні,2155>2208>2210,Взуття > Туристичні,Екіпірування та одяг > Взуття > Туристичні,Туристичні,Екіпірування та одяг > Взуття > Туристичні,Екіпірування та одяг > Взуття > Туристичні,1.0,Точное совпадение,exact
2209,Спортивні,2155>2208>2209,Взуття > Спортивні,Екіпірування та одяг > Взуття > Спортивні,Спортивні,Екіпірування та одяг > Взуття > Спортивні,Екіпірування та одяг > Взуття > Спортивні,1.0,Точное совпадение,exact
2207,Штани,2155>2156>2202>2207,Одяг > Повсякденний > Штани,Екіпірування та одяг > Повсякденний одяг > Штани,Штани,Екіпірування та одяг > Повсякденний одяг > Штани,Екіпірування та одяг > Повсякденний одяг > Штани,1.0,Точное совпадение,exact
2205,Футболки,2155>2156>2202>2205,Одяг > Повсякденний > Футболки,Екіпірування та одяг > Повсякденний одяг > Футболки,Футболки,Екіпірування та одяг > Повсякденний одяг > Футболки,Екіпірування та одяг > Повсякденний одяг > Футболки,1.0,Точное совпадение,exact
2204,Світшоти,2155>2156>2202>2204,Одяг > Повсякденний > Світшоти,Екіпірування та одяг > Повсякденний одяг > Світшоти,Світшоти,Екіпірування та одяг > Повсякденний одяг > Світшоти,Екіпірування та одяг > Повсякденний одяг > Світшоти,1.0,Точное совпадение,exact
2203,Шапки,2155>2156>2202>2203,Одяг > Повсякденний > Шапки,Екіпірування та одяг > Повсякденний одяг > Шапки,Шапки,Екіпірування та одяг > Повсякденний одяг > Шапки,Екіпірування та одяг > Повсякденний одяг > Шапки,1.0,Точное совпадение,exact
2199,Штани,2155>2156>2194>2199,Одяг > Дощовики > Штани,Екіпірування та одяг > Комбінезони > Дощовики,Дощовики,Екіпірування та одяг > Комбінезони > Дощовики,Екіпірування та одяг > Комбінезони > Дощовики,0.9,Точное совпадение типа товара - дождевые штаны,semantic
2198,Куртки,2155>2156>2194>2198,Одяг > Дощовики > Куртки,Екіпірування та одяг > Куртки,Куртки,Екіпірування та одяг > Куртки,Екіпірування та одяг > Куртки,0.8,Семантическое совпадение - дождевые куртки,semantic
2197,Двочастинні,2155>2156>2194>2195>2197,Одяг > Дощовики > Комбінезони > Двочастинні,Екіпірування та одяг > Комбінезони > Двочастинні,Двочастинні,Екіпірування та одяг > Комбінезони > Двочастинні,Екіпірування та одяг > Комбінезони > Двочастинні,1.0,Точное совпадение,exact
2196,Цілісні,2155>2156>2194>2195>2196,Одяг > Дощовики > Комбінезони > Цілісні,Екіпірування та одяг > Комбінезони > Спортивні цілісні,Спортивні цілісні,Екіпірування та одяг > Комбінезони > Спортивні цілісні,Екіпірування та одяг > Комбінезони > Спортивні цілісні,0.9,Семантическое совпадение - цельные комбинезоны,semantic
2193,Другий шар & Softshele,2155>2156>2193,Одяг > Другий шар & Softshele,Екіпірування та одяг > Другий шар > Softshell,Softshell,Екіпірування та одяг > Другий шар > Softshell,Екіпірування та одяг > Другий шар > Softshell,1.0,Точное совпадение,exact
2192,Комплекти + подарунки,2155>2156>2185>2192,Одяг > Термобілизна > Комплекти + подарунки,Екіпірування та одяг > Термобілизна > Комплекти,Комплекти,Екіпірування та одяг > Термобілизна > Комплекти,Екіпірування та одяг > Термобілизна > Комплекти,0.9,Семантическое совпадение - комплекты термобелья,semantic
2191,Штани/Легінси,2155>2156>2185>2191,Одяг > Термобілизна > Штани/Легінси,Екіпірування та одяг > Термобілизна > Штани,Штани,Екіпірування та одяг > Термобілизна > Штани,Екіпірування та одяг > Термобілизна > Штани,1.0,Точное совпадение,exact
2190,Футболки,2155>2156>2185>2190,Одяг > Термобілизна > Футболки,Екіпірування та одяг > Термобілизна > Футболки,Футболки,Екіпірування та одяг > Термобілизна > Футболки,Екіпірування та одяг > Термобілизна > Футболки,1.0,Точное совпадение,exact
2188,Підігріваємі,2155>2156>2185>2188,Одяг > Термобілизна > Підігріваємі,Екіпірування та одяг > Термобілизна > З підігрівом,З підігрівом,Екіпірування та одяг > Термобілизна > З підігрівом,Екіпірування та одяг > Термобілизна > З підігрівом,1.0,Точное совпадение,exact
2186,Шкарпетки,2155>2156>2185>2186,Одяг > Термобілизна > Шкарпетки,Екіпірування та одяг > Термобілизна > Шкарпетки,Шкарпетки,Екіпірування та одяг > Термобілизна > Шкарпетки,Екіпірування та одяг > Термобілизна > Шкарпетки,1.0,Точное совпадение,exact
2184,Підігріваємі,2155>2156>2177>2184,Одяг > Рукавички > Підігріваємі,Екіпірування та одяг > Рукавички > З підігрівом,З підігрівом,Екіпірування та одяг > Рукавички > З підігрівом,Екіпірування та одяг > Рукавички > З підігрівом,1.0,Точное совпадение,exact
2182,Теплі (одяг),2155>2156>2177>2182,Одяг > Рукавички > Теплі (одяг),Екіпірування та одяг > Рукавички > Зимові,Зимові,Екіпірування та одяг > Рукавички > Зимові,Екіпірування та одяг > Рукавички > Зимові,0.9,Семантическое совпадение - теплые зимние перчатки,semantic
2181,Позашляховий,2155>2156>2177>2181,Одяг > Рукавички > Позашляховий,Екіпірування та одяг > Рукавички > Ендуро,Ендуро,Екіпірування та одяг > Рукавички > Ендуро,Екіпірування та одяг > Рукавички > Ендуро,1.0,Точное совпадение,exact
2180,Короткі / Літні,2155>2156>2177>2180,Одяг > Рукавички > Короткі / Літні,Екіпірування та одяг > Рукавички > Літні,Літні,Екіпірування та одяг > Рукавички > Літні,Екіпірування та одяг > Рукавички > Літні,1.0,Точное совпадение,exact
2179,Спортивні,2155>2156>2177>2179,Одяг > Рукавички > Спортивні,Екіпірування та одяг > Рукавички > Спортивні,Спортивні,Екіпірування та одяг > Рукавички > Спортивні,Екіпірування та одяг > Рукавички > Спортивні,1.0,Точное совпадение,exact
2178,Шосейні / Туристичні,2155>2156>2177>2178,Одяг > Рукавички > Шосейні / Туристичні,Екіпірування та одяг > Рукавички > Туристичні,Туристичні,Екіпірування та одяг > Рукавички > Туристичні,Екіпірування та одяг > Рукавички > Туристичні,1.0,Точное совпадение,exact
2176,Двочастинні,2155>2156>2174>2176,Одяг > Спортивні комбінезони > Двочастинні,Екіпірування та одяг > Комбінезони > Двочастинні,Двочастинні,Екіпірування та одяг > Комбінезони > Двочастинні,Екіпірування та одяг > Комбінезони > Двочастинні,1.0,Точное совпадение,exact
2175,Комбінезони,2155>2156>2174>2175,Одяг > Спортивні комбінезони > Комбінезони,Комбінезони > Спортивні цілісні,Спортивні цілісні,Екіпірування та одяг > Комбінезони > Спортивні цілісні,Екіпірування та одяг > Комбінезони > Спортивні цілісні,0.9,Точне семантичне співпадіння,semantic
2173,Дитячі,2155>2156>2168>2173,Одяг > Штани > Дитячі,Штани > Дитячі,Дитячі,Екіпірування та одяг > Штани > Дитячі,Екіпірування та одяг > Штани > Дитячі,1.0,Точне співпадіння,exact
2172,Крос/Ендуро/ATV,2155>2156>2168>2172,Одяг > Штани > Крос/Ендуро/ATV,Штани > Ендуро,Ендуро,Екіпірування та одяг > Штани > Ендуро,Екіпірування та одяг > Штани > Ендуро,0.9,Семантичне співпадіння за типом активності,semantic
2171,Джинси,2155>2156>2168>2171,Одяг > Штани > Джинси,Штани > Джинси,Джинси,Екіпірування та одяг > Штани > Джинси,Екіпірування та одяг > Штани > Джинси,1.0,Точне співпадіння,exact
2170,Шкіряні,2155>2156>2168>2170,Одяг > Штани > Шкіряні,Штани > Шкіряні,Шкіряні,Екіпірування та одяг > Штани > Шкіряні,Екіпірування та одяг > Штани > Шкіряні,1.0,Точне співпадіння,exact
2169,Текстильні,2155>2156>2168>2169,Одяг > Штани > Текстильні,Штани > Текстильні,Текстильні,Екіпірування та одяг > Штани > Текстильні,Екіпірування та одяг > Штани > Текстильні,1.0,Точне співпадіння,exact
2167,Світшоти off-road,2155>2156>2167,Одяг > Світшоти off-road,Повсякденний одяг > Світшоти,Світшоти,Екіпірування та одяг > Повсякденний одяг > Світшоти,Екіпірування та одяг > Повсякденний одяг > Світшоти,0.8,Семантичне співпадіння з урахуванням контексту,semantic
2165,Куртки з повітряною подушкою,2155>2156>2157>2165,Одяг > Куртки > Куртки з повітряною подушкою,Куртки > З подушкою безпеки,З подушкою безпеки,Екіпірування та одяг > Куртки > З подушкою безпеки,Екіпірування та одяг > Куртки > З подушкою безпеки,0.9,Семантичне співпадіння за принципом безпеки,semantic
2163,Жилети з подушкою повітря,2155>2156>2157>2163,Одяг > Куртки > Жилети з подушкою повітря,Куртки > Жилети,Жилети,Екіпірування та одяг > Куртки > Жилети,Екіпірування та одяг > Куртки > Жилети,0.8,Часткове семантичне співпадіння,semantic
2162,Жилети,2155>2156>2157>2162,Одяг > Куртки > Жилети,Куртки > Жилети,Жилети,Екіпірування та одяг > Куртки > Жилети,Екіпірування та одяг > Куртки > Жилети,1.0,Точне співпадіння,exact
2161,Позашляховий/Ендуро,2155>2156>2157>2161,Одяг > Куртки > Позашляховий/Ендуро,Куртки > Ендуро,Ендуро,Екіпірування та одяг > Куртки > Ендуро,Екіпірування та одяг > Куртки > Ендуро,0.9,Семантичне співпадіння за типом активності,semantic
2160,Дитячі,2155>2156>2157>2160,Одяг > Куртки > Дитячі,Куртки > Дитячі,Дитячі,Екіпірування та одяг > Куртки > Дитячі,Екіпірування та одяг > Куртки > Дитячі,1.0,Точне співпадіння,exact
2159,Шкіряні,2155>2156>2157>2159,Одяг > Куртки > Шкіряні,Куртки > Шкіряні,Шкіряні,Екіпірування та одяг > Куртки > Шкіряні,Екіпірування та одяг > Куртки > Шкіряні,1.0,Точне співпадіння,exact
2158,Текстильні,2155>2156>2157>2158,Одяг > Куртки > Текстильні,Куртки > Текстильні,Текстильні,Екіпірування та одяг > Куртки > Текстильні,Екіпірування та одяг > Куртки > Текстильні,1.0,Точне співпадіння,exact
2270,Бестселери,2155>2270,Бестселери,Не найдено,Не найдено,Не найдено,Не найдено,0.0,Нет подходящей категории в новой структуре,unmatched
2251,Аксесуари,2155>2227>2246>2249>2251,Електроніка > Камери > Midland > Аксесуари,Не найдено,Не найдено,Не найдено,Не найдено,0.5,Нет точного соответствия для аксессуаров Midland,unmatched
2244,Bell,2155>2227>2228>2235>2244,Електроніка > Інтеркоми > Призначені > Bell,Не найдено,Не найдено,Не найдено,Не найдено,0.0,Нет подходящей категории для брендовых интеркомов,unmatched
2243,Scorpion,2155>2227>2228>2235>2243,Електроніка > Інтеркоми > Призначені > Scorpion,Не найдено,Не найдено,Не найдено,Не найдено,0.0,Нет подходящей категории для брендовых интеркомов,unmatched
2242,Icon,2155>2227>2228>2235>2242,Електроніка > Інтеркоми > Призначені > Icon,Не найдено,Не найдено,Не найдено,Не найдено,0.0,Нет подходящей категории для брендовых интеркомов,unmatched
2240,Nexx,2155>2227>2228>2235>2240,Електроніка > Інтеркоми > Призначені > Nexx,Не найдено,Не найдено,Не найдено,Не найдено,0.0,Нет подходящей категории для брендовых интеркомов,unmatched
2241,AGV,2155>2227>2228>2235>2241,Електроніка > Інтеркоми > Призначені > AGV,Не найдено,Не найдено,Не найдено,Не найдено,0.0,Нет подходящей категории для брендовых интеркомов,unmatched
2239,HJC,2155>2227>2228>2235>2239,Електроніка > Інтеркоми > Призначені > HJC,Не найдено,Не найдено,Не найдено,Не найдено,0.0,Нет подходящей категории для брендовых интеркомов,unmatched
2238,Shoei,2155>2227>2228>2235>2238,Електроніка > Інтеркоми > Призначені > Shoei,Не найдено,Не найдено,Не найдено,Не найдено,0.0,Нет подходящей категории для брендовых интеркомов,unmatched
2237,Schuberth,2155>2227>2228>2235>2237,Електроніка > Інтеркоми > Призначені > Schuberth,Не найдено,Не найдено,Не найдено,Не найдено,0.0,Нет подходящей категории для брендовых интеркомов,unmatched
2236,Nolan,2155>2227>2228>2235>2236,Електроніка > Інтеркоми > Призначені > Nolan,Не найдено,Не найдено,Не найдено,Не найдено,0.0,Нет подходящей категории для брендовых интеркомов,unmatched
34907,Caberg,2155>2227>2228>2235>34907,Електроніка > Інтеркоми > Призначені > Caberg,Не найдено,Не найдено,Не найдено,Не найдено,0.0,Нет подходящей категории для брендовых интеркомов,unmatched
2234,Eyeride,2155>2227>2228>2229>2234,Електроніка > Інтеркоми > Універсальні > Eyeride,Не найдено,Не найдено,Не найдено,Не найдено,0.0,Нет подходящей категории для универсальных интеркомов,unmatched
2233,FreedConn,2155>2227>2228>2229>2233,Електроніка > Інтеркоми > Універсальні > FreedConn,Не найдено,Не найдено,Не найдено,Не найдено,0.0,Нет подходящей категории для универсальных интеркомов,unmatched
2232,Sena,2155>2227>2228>2229>2232,Електроніка > Інтеркоми > Універсальні > Sena,Не найдено,Не найдено,Не найдено,Не найдено,0.0,Нет подходящей категории для универсальных интеркомов,unmatched
2230,Cardo Scala Rider,2155>2227>2228>2229>2230,Електроніка > Інтеркоми > Універсальні > Cardo Scala Rider,Не найдено,Не найдено,Не найдено,Не найдено,0.0,Нет подходящей категории для универсальных интеркомов,unmatched
2225,Інше,2155>2215>2225,Аксесуари > Інше,Не найдено,Не найдено,Не найдено,Не найдено,0.0,Нет подходящей категории для разных аксессуаров,unmatched
2206,Інше,2155>2156>2202>2206,Одяг > Повсякденний > Інше,Не найдено,Не найдено,Не найдено,Не найдено,0.0,Нет подходящей категории,unmatched
2201,Взуття,2155>2156>2194>2201,Одяг > Дощовики > Взуття,Не найдено,Не найдено,Не найдено,Не найдено,0.0,Нет подходящей категории для дождевой обуви,unmatched
2200,Рукавички,2155>2156>2194>2200,Одяг > Дощовики > Рукавички,Не найдено,Не найдено,Не найдено,Не найдено,0.0,Нет подходящей категории для дождевых рукавиц,unmatched
2189,Білизна,2155>2156>2185>2189,Одяг > Термобілизна > Білизна,Не найдено,Не найдено,Не найдено,Не найдено,0.3,Нет точного соответствия в новой структуре,unmatched
2187,Аксесуари,2155>2156>2185>2187,Одяг > Термобілизна > Аксесуари,Не найдено,Не найдено,Не найдено,Не найдено,0.3,Нет точного соответствия в новой структуре,unmatched
2183,Вкладиші до рукавичок,2155>2156>2177>2183,Одяг > Рукавички > Вкладиші до рукавичок,Не найдено,Не найдено,Не найдено,Не найдено,0.3,Нет точного соответствия в новой структуре,unmatched
2166,Кофти/ Сорочка з протекторами,2155>2156>2166,Одяг > Кофти/ Сорочка з протекторами,Не знайдено,Не знайдено,Не знайдено,Не знайдено,0.3,Немає точної відповідності з урахуванням наявності протекторів,unmatched
2164,Засоби догляду,2155>2156>2157>2164,Одяг > Куртки > Засоби догляду,Не знайдено,Не знайдено,Не знайдено,Не знайдено,0.2,"Не є категорією одягу, а швидше допоміжним засобом",unmatched
