input_id,input_name,input_path,input_full_path,match_id,match_name,match_path,match_full_path,confidence,reasoning,method
1263,"Велосипедні камери 26""",,"Велосипедні частини > Велосипедні камери > Велосипедні камери 26""",1011,Колеса та покришки,,Велосипедні аксесуари > Частини велосипеда > Колеса та покришки,0.9,Камеры относятся к категории колес и покрышек,semantic
1264,"Велосипедні камери 27.5""",,"Велосипедні частини > Велосипедні камери > Велосипедні камери 27.5""",1011,Колеса та покришки,,Велосипедні аксесуари > Частини велосипеда > Колеса та покришки,0.9,Камеры относятся к категории колес и покрышек,semantic
1265,"Велосипедні камери 28""",,"Велосипедні частини > Велосипедні камери > Велосипедні камери 28""",1011,Колеса та покришки,,Велосипедні аксесуари > Частини велосипеда > Колеса та покришки,0.9,Камеры относятся к категории колес и покрышек,semantic
1266,"Велосипедні камери 29""",,"Велосипедні частини > Велосипедні камери > Велосипедні камери 29""",1011,Колеса та покришки,,Велосипедні аксесуари > Частини велосипеда > Колеса та покришки,0.9,Камеры относятся к категории колес и покрышек,semantic
1267,Безкамерна система,,Велосипедні частини > Велосипедні камери > Безкамерна система,1011,Колеса та покришки,,Велосипедні аксесуари > Частини велосипеда > Колеса та покришки,0.9,Безкамерная система относится к категории колес и покрышек,semantic
1255,"Групи, Обійми, Захвати",,"Велосипедні частини > Групи, Обійми, Захвати",1015,Керування,,Велосипедні аксесуари > Частини велосипеда > Керування,0.9,"Категория связана с управлением велосипедом, точное соответствие в разделе частей велосипеда",semantic
1270,Гальмівні аксесуари,,Велосипедні частини > Велосипедні гальма > Гальмівні аксесуари,1012,Гальма,,Велосипедні аксесуари > Частини велосипеда > Гальма,1.0,Точное соответствие в категории велосипедных тормозов,exact
1273,Велосипедні гальма,,Велосипедні частини > Велосипедні гальма > Велосипедні гальма,1012,Гальма,,Велосипедні аксесуари > Частини велосипеда > Гальма,1.0,Точное соответствие в категории велосипедных тормозов,exact
1272,Гальмівні блоки,,Велосипедні частини > Велосипедні гальма > Гальмівні блоки,1012,Гальма,,Велосипедні аксесуари > Частини велосипеда > Гальма,0.9,Подкатегория тормозной системы велосипеда,semantic
1271,Дискові блоки для велосипеда,,Велосипедні частини > Велосипедні гальма > Дискові блоки для велосипеда,1012,Гальма,,Велосипедні аксесуари > Частини велосипеда > Гальма,0.9,Часть тормозной системы велосипеда,semantic
1269,Гальмівні диски Велосипедні,,Велосипедні частини > Велосипедні гальма > Гальмівні диски Велосипедні,1012,Гальма,,Велосипедні аксесуари > Частини велосипеда > Гальма,0.9,Компонент тормозной системы велосипеда,semantic
1274,Кермо велосипедне,,Велосипедні частини > Кермо велосипедне,1015,Керування,,Велосипедні аксесуари > Частини велосипеда > Керування,1.0,Точное соответствие в категории управления велосипедом,exact
1277,Сервісні частини для коліс,,Велосипедні частини > Велосипедні гуртки > Сервісні частини для коліс,1011,Колеса та покришки,,Велосипедні аксесуари > Частини велосипеда > Колеса та покришки,0.9,Связано с колесами и их обслуживанием,semantic
1276,Передні велосипедні колеса,,Велосипедні частини > Велосипедні гуртки > Передні велосипедні колеса,1011,Колеса та покришки,,Велосипедні аксесуари > Частини велосипеда > Колеса та покришки,1.0,Точное соответствие в категории колес и покрышек,exact
1278,Велосипедні заднні колеса,,Велосипедні частини > Велосипедні гуртки > Велосипедні заднні колеса,1011,Колеса та покришки,,Велосипедні аксесуари > Частини велосипеда > Колеса та покришки,1.0,Точное соответствие в категории колес и покрышек,exact
1279,Велосипедні обідки,,Велосипедні частини > Велосипедні гуртки > Велосипедні обідки,1011,Колеса та покришки,,Велосипедні аксесуари > Частини велосипеда > Колеса та покришки,0.9,Точне семантичне співпадіння для компонентів коліс велосипеда,semantic
1280,Велосипедні втулки,,Велосипедні частини > Велосипедні гуртки > Велосипедні втулки,1011,Колеса та покришки,,Велосипедні аксесуари > Частини велосипеда > Колеса та покришки,0.9,Точне семантичне співпадіння для компонентів коліс велосипеда,semantic
1281,Велосипедні спиці,,Велосипедні частини > Велосипедні гуртки > Велосипедні спиці,1011,Колеса та покришки,,Велосипедні аксесуари > Частини велосипеда > Колеса та покришки,0.9,Точне семантичне співпадіння для компонентів коліс велосипеда,semantic
1282,Посилання та Броня,,Велосипедні частини > Посилання та Броня,1015,Керування,,Велосипедні аксесуари > Частини велосипеда > Керування,0.7,Часткове семантичне співпадіння з компонентами керування,semantic
1283,Велосипедні манетки,,Велосипедні частини > Велосипедні манетки,1015,Керування,,Велосипедні аксесуари > Частини велосипеда > Керування,0.9,Точне семантичне співпадіння з компонентами керування,semantic
1310,Велосипедні мости,,Велосипедні частини > Велосипедні мости,1013,Привід,,Велосипедні аксесуари > Частини велосипеда > Привід,0.8,Семантичне співпадіння з приводом велосипеда,semantic
1286,Касети і вільні ходи,,Велосипедні частини > Велосипедний привід > Касети і вільні ходи,1013,Привід,,Велосипедні аксесуари > Частини велосипеда > Привід,0.9,Точне семантичне співпадіння з приводом велосипеда,semantic
1285,Шатуни та зірочки,,Велосипедні частини > Велосипедний привід > Шатуни та зірочки,1013,Привід,,Велосипедні аксесуари > Частини велосипеда > Привід,0.9,Точне семантичне співпадіння з приводом велосипеда,semantic
1287,Велосипедні ланцюги,,Велосипедні частини > Велосипедний привід > Велосипедні ланцюги,1013,Привід,,Велосипедні аксесуари > Частини велосипеда > Привід,0.9,Точне семантичне співпадіння з приводом велосипеда,semantic
1288,Велосипедні манетки,,Велосипедні частини > Велосипедний привід > Велосипедні манетки,1015,Керування,,Велосипедні аксесуари > Частини велосипеда > Керування,0.9,Точне семантичне співпадіння з компонентами керування,semantic
1289,Розтяжники та кільця,,Велосипедні частини > Велосипедний привід > Розтяжники та кільця,1013,Привід,,Велосипедні аксесуари > Частини велосипеда > Привід,0.9,Точное соответствие в категории привода велосипеда,semantic
1290,Вісі Кorbowodu,,Велосипедні частини > Велосипедний привід > Вісі Кorbowodu,1013,Привід,,Велосипедні аксесуари > Частини велосипеда > Привід,0.9,Относится к приводу велосипеда,semantic
1292,Переключателі Велосипедні Задні,,Велосипедні частини > Велосипедний привід > Переключателі Велосипедні Задні,1013,Привід,,Велосипедні аксесуари > Частини велосипеда > Привід,0.9,Задний переключатель относится к приводу велосипеда,semantic
1291,Велосипедні перемикачі передач,,Велосипедні частини > Велосипедний привід > Велосипедні перемикачі передач,1013,Привід,,Велосипедні аксесуари > Частини велосипеда > Привід,0.9,Перемикачі передач относятся к приводу велосипеда,semantic
1295,"Велосипедні шини 12""",,"Велосипедні частини > Велосипедні шини > Велосипедні шини 12""",1011,Колеса та покришки,,Велосипедні аксесуари > Частини велосипеда > Колеса та покришки,1.0,Точное соответствие категории колес и покрышек,exact
1294,"Велосипедні шини 16""",,"Велосипедні частини > Велосипедні шини > Велосипедні шини 16""",1011,Колеса та покришки,,Велосипедні аксесуари > Частини велосипеда > Колеса та покришки,1.0,Точное соответствие категории колес и покрышек,exact
1296,"Велосипедні шини 20""",,"Велосипедні частини > Велосипедні шини > Велосипедні шини 20""",1011,Колеса та покришки,,Велосипедні аксесуари > Частини велосипеда > Колеса та покришки,1.0,Точное соответствие категории колес и покрышек,exact
1297,"Велосипедні шини 24""",,"Велосипедні частини > Велосипедні шини > Велосипедні шини 24""",1011,Колеса та покришки,,Велосипедні аксесуари > Частини велосипеда > Колеса та покришки,1.0,Точное соответствие категории колес и покрышек,exact
1298,"Велосипедні шини 26""",,"Велосипедні частини > Велосипедні шини > Велосипедні шини 26""",1011,Колеса та покришки,,Велосипедні аксесуари > Частини велосипеда > Колеса та покришки,1.0,Точное соответствие категории колес и покрышек,exact
1299,"Велосипедні шини 27.5""",,"Велосипедні частини > Велосипедні шини > Велосипедні шини 27.5""",1011,Колеса та покришки,,Велосипедні аксесуари > Частини велосипеда > Колеса та покришки,1.0,Точное соответствие категории колес и покрышек,exact
1300,"Велосипедні шини 28""",,"Велосипедні частини > Велосипедні шини > Велосипедні шини 28""",1011,Колеса та покришки,,Велосипедні аксесуари > Частини велосипеда > Колеса та покришки,0.9,Точне семантичне співпадіння для категорії велосипедних шин,semantic
1301,"Велосипедні шини 29""",,"Велосипедні частини > Велосипедні шини > Велосипедні шини 29""",1011,Колеса та покришки,,Велосипедні аксесуари > Частини велосипеда > Колеса та покришки,0.9,Точне семантичне співпадіння для категорії велосипедних шин,semantic
1303,Педалі Велосипедні SPD,,Велосипедні частини > Педалі велосипедні > Педалі Велосипедні SPD,1013,Привід,,Велосипедні аксесуари > Частини велосипеда > Привід,0.8,Педалі відносяться до приводу велосипеда,semantic
1304,Педалі велосипедні,,Велосипедні частини > Педалі велосипедні > Педалі велосипедні,1013,Привід,,Велосипедні аксесуари > Частини велосипеда > Привід,0.8,Педалі відносяться до приводу велосипеда,semantic
1305,Рами для велосипедів,,Велосипедні частини > Рами для велосипедів,1015,Керування,,Велосипедні аксесуари > Частини велосипеда > Керування,0.6,"Часткове семантичне співпадіння, але точної категорії для рам немає",general
1308,Велосипедні сідла,,Велосипедні частини > Велосипедні сідла,1015,Керування,,Велосипедні аксесуари > Частини велосипеда > Керування,0.6,"Часткове семантичне співпадіння, але точної категорії для сідел немає",general
1306,Кермові деталі,,Велосипедні частини > Кермові деталі,1015,Керування,,Велосипедні аксесуари > Частини велосипеда > Керування,0.9,Точне семантичне співпадіння для деталей керування,semantic
1309,Велосипедні підсідельні штирі,,Велосипедні частини > Велосипедні підсідельні штирі,1015,Керування,,Велосипедні аксесуари > Частини велосипеда > Керування,0.7,Часткове семантичне співпадіння з категорією керування,semantic
1307,Кронштейни керма,,Велосипедні частини > Кронштейни керма,1015,Керування,,Велосипедні аксесуари > Частини велосипеда > Керування,0.9,Точне семантичне співпадіння для деталей керма,semantic
1000,Інші,,Для мотоцикла > Багаж > Інші,2021,Сумки та кофри,,Мотоциклетні аксесуари та частини > Аксесуари > Сумки та кофри,0.7,Часткове семантичне співпадіння з категорією багажу для мотоциклів,semantic
999,Валізи,,Для мотоцикла > Багаж > Валізи,2021,Сумки та кофри,,Мотоциклетні аксесуари та частини > Аксесуари > Сумки та кофри,0.9,Точное соответствие категории багажа для мотоциклов,exact
1002,Рюкзаки,,Для мотоцикла > Багаж > Рюкзаки,2021,Сумки та кофри,,Мотоциклетні аксесуари та частини > Аксесуари > Сумки та кофри,0.8,Рюкзаки относятся к категории сумок и кофров для мотоциклов,semantic
1003,Багажні ролі,,Для мотоцикла > Багаж > Багажні ролі,2021,Сумки та кофри,,Мотоциклетні аксесуари та частини > Аксесуари > Сумки та кофри,0.7,Багажные роллы относятся к категории сумок и кофров,semantic
1004,Сумки,,Для мотоцикла > Багаж > Сумки,2021,Сумки та кофри,,Мотоциклетні аксесуари та частини > Аксесуари > Сумки та кофри,1.0,Точное соответствие категории сумок для мотоциклов,exact
1005,Танкові сумки,,Для мотоцикла > Багаж > Танкові сумки,2021,Сумки та кофри,,Мотоциклетні аксесуари та частини > Аксесуари > Сумки та кофри,0.9,Танковые сумки относятся к категории сумок и кофров для мотоциклов,semantic
1006,Сумки,,Для мотоцикла > Багаж > Сумки,2021,Сумки та кофри,,Мотоциклетні аксесуари та частини > Аксесуари > Сумки та кофри,1.0,Точное соответствие категории сумок для мотоциклов,exact
1007,Інструментальні сумки,,Для мотоцикла > Багаж > Інструментальні сумки,2021,Сумки та кофри,,Мотоциклетні аксесуари та частини > Аксесуари > Сумки та кофри,0.8,Инструментальные сумки относятся к категории сумок и кофров,semantic
1009,Тримачі/Каркаси Багажу,,Для мотоцикла > Багаж > Тримачі/Каркаси Багажу,2014,Багажники та кріплення,,Мотоциклетні аксесуари та частини > Кузов та захист > Багажники та кріплення,0.9,Держатели и каркасы багажа соответствуют категории багажников и креплений,semantic
1022,Ланцюги розподільного валу,,Для мотоцикла > Частини двигуна > Деталі газорозподільного механізму > Ланцюги розподільного валу,2001,Частини двигуна,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Частини двигуна,0.9,Точне співпадіння за типом деталей двигуна для мотоцикла,semantic
1020,Комплекти 5 шт.,,Для мотоцикла > Частини двигуна > Деталі газорозподільного механізму > Клапанні плитки > Комплекти 5 шт.,2001,Частини двигуна,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Частини двигуна,0.9,Точне співпадіння за типом деталей двигуна для мотоцикла,semantic
1019,Набори Для Сервісу,,Для мотоцикла > Частини двигуна > Деталі газорозподільного механізму > Клапанні плитки > Набори Для Сервісу,2001,Частини двигуна,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Частини двигуна,0.9,Точне співпадіння за типом деталей двигуна для мотоцикла,semantic
1021,Плитки На Штуки,,Для мотоцикла > Частини двигуна > Деталі газорозподільного механізму > Клапанні плитки > Плитки На Штуки,2001,Частини двигуна,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Частини двигуна,0.9,Точне співпадіння за типом деталей двигуна для мотоцикла,semantic
1023,Затискачі/Кріплення,,Для мотоцикла > Частини двигуна > Деталі газорозподільного механізму > Затискачі/Кріплення,2001,Частини двигуна,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Частини двигуна,0.9,Точне співпадіння за типом деталей двигуна для мотоцикла,semantic
1026,Клапани всмоктування,,Для мотоцикла > Частини двигуна > Деталі газорозподільного механізму > Ущільнювачі клапанів > Клапани всмоктування,2001,Частини двигуна,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Частини двигуна,0.9,Точне співпадіння за типом деталей двигуна для мотоцикла,semantic
1025,Клапани Випускні,,Для мотоцикла > Частини двигуна > Деталі газорозподільного механізму > Ущільнювачі клапанів > Клапани Випускні,2001,Частини двигуна,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Частини двигуна,0.9,Точне співпадіння за типом деталей двигуна для мотоцикла,semantic
1027,Розподільний вал,,Для мотоцикла > Частини двигуна > Деталі газорозподільного механізму > Розподільний вал,2001,Частини двигуна,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Частини двигуна,0.9,Точне співпадіння за типом деталей двигуна для мотоцикла,semantic
1028,Клапани,,Для мотоцикла > Частини двигуна > Деталі газорозподільного механізму > Клапани,2001,Частини двигуна,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Частини двигуна,0.9,Точне співпадіння за типом деталей двигуна для мотоцикла,semantic
1013,Шатуни,,Для мотоцикла > Частини двигуна > Корбові механізми > Шатуни,2001,Частини двигуна,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Частини двигуна,0.9,Точне співпадіння за типом деталей двигуна для мотоцикла,semantic
1012,Підшипники шатунів,,Для мотоцикла > Частини двигуна > Корбові механізми > Підшипники шатунів,2001,Частини двигуна,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Частини двигуна,0.9,Точне семантичне співпадіння для частин двигуна мотоцикла,semantic
1014,Підшипники,,Для мотоцикла > Частини двигуна > Корбові механізми > Підшипники,2001,Частини двигуна,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Частини двигуна,0.9,Точне семантичне співпадіння для частин двигуна мотоцикла,semantic
1015,Підкладки,,Для мотоцикла > Частини двигуна > Корбові механізми > Підкладки,2001,Частини двигуна,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Частини двигуна,0.9,Точне семантичне співпадіння для частин двигуна мотоцикла,semantic
1016,Шворні шатунів,,Для мотоцикла > Частини двигуна > Корбові механізми > Шворні шатунів,2001,Частини двигуна,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Частини двигуна,0.9,Точне семантичне співпадіння для частин двигуна мотоцикла,semantic
1031,Затискачі,,Для мотоцикла > Частини двигуна > Зчеплення > Затискачі,2001,Частини двигуна,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Частини двигуна,0.9,Точне семантичне співпадіння для частин двигуна мотоцикла,semantic
1030,Важелі зчеплення,,Для мотоцикла > Частини двигуна > Зчеплення > Важелі зчеплення,2001,Частини двигуна,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Частини двигуна,0.9,Точне семантичне співпадіння для частин двигуна мотоцикла,semantic
1032,Корзини,,Для мотоцикла > Частини двигуна > Зчеплення > Корзини,2001,Частини двигуна,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Частини двигуна,0.9,Точне семантичне співпадіння для частин двигуна мотоцикла,semantic
1033,Посилання Зчеплення,,Для мотоцикла > Частини двигуна > Зчеплення > Посилання Зчеплення,2001,Частини двигуна,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Частини двигуна,0.9,Точне семантичне співпадіння для частин двигуна мотоцикла,semantic
1034,Інструмент для зчеплення,,Для мотоцикла > Частини двигуна > Зчеплення > Інструмент для зчеплення,11004,Спеціальний інструмент,,Інструменти та обладнання > Ручний інструмент > Спеціальний інструмент,0.8,Інструмент для спеціальних цілей підходить під категорію спеціального інструменту,semantic
1035,Кришка зчеплення,,Для мотоцикла > Частини двигуна > Зчеплення > Кришка зчеплення,2001,Частини двигуна,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Частини двигуна,0.9,Точне семантичне співпадіння для частин двигуна мотоцикла,semantic
1036,Закладки,,Для мотоцикла > Частини двигуна > Зчеплення > Закладки,2001,Частини двигуна,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Частини двигуна,0.9,Точне потрапляння в категорію частин двигуна для мотоциклів,semantic
1037,Редуктори послаблення,,Для мотоцикла > Частини двигуна > Зчеплення > Редуктори послаблення,2001,Частини двигуна,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Частини двигуна,0.9,Точне потрапляння в категорію частин двигуна для мотоциклів,semantic
1038,Пружини,,Для мотоцикла > Частини двигуна > Зчеплення > Пружини,2001,Частини двигуна,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Частини двигуна,0.9,Точне потрапляння в категорію частин двигуна для мотоциклів,semantic
1039,Зчеплення комплектні,,Для мотоцикла > Частини двигуна > Зчеплення > Зчеплення комплектні,2001,Частини двигуна,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Частини двигуна,0.9,Точне потрапляння в категорію частин двигуна для мотоциклів,semantic
1040,Фрикційні диски,,Для мотоцикла > Частини двигуна > Зчеплення > Фрикційні диски,2001,Частини двигуна,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Частини двигуна,0.9,Точне потрапляння в категорію частин двигуна для мотоциклів,semantic
1041,Ущільнювачі кришки,,Для мотоцикла > Частини двигуна > Зчеплення > Ущільнювачі кришки,2001,Частини двигуна,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Частини двигуна,0.9,Точне потрапляння в категорію частин двигуна для мотоциклів,semantic
1042,Знімач зчеплення,,Для мотоцикла > Частини двигуна > Зчеплення > Знімач зчеплення,2001,Частини двигуна,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Частини двигуна,0.9,Точне потрапляння в категорію частин двигуна для мотоциклів,semantic
1043,Комплект ремонтний насосу,,Для мотоцикла > Частини двигуна > Зчеплення > Комплект ремонтний насосу,2001,Частини двигуна,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Частини двигуна,0.9,Точне потрапляння в категорію частин двигуна для мотоциклів,semantic
1044,Ремонтний комплект,,Для мотоцикла > Частини двигуна > Зчеплення > Ремонтний комплект,2001,Частини двигуна,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Частини двигуна,0.9,Точне потрапляння в категорію частин двигуна для мотоциклів,semantic
1047,Персні,,Для мотоцикла > Частини двигуна > Поршні > Персні,2001,Частини двигуна,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Частини двигуна,0.9,Точне потрапляння в категорію частин двигуна для мотоциклів,semantic
1046,Штифти Поршня,,Для мотоцикла > Частини двигуна > Поршні > Штифти Поршня,2001,Частини двигуна,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Частини двигуна,0.9,Точне семантичне співпадіння для частин двигуна мотоцикла,semantic
1048,Поршні,,Для мотоцикла > Частини двигуна > Поршні > Поршні,2001,Частини двигуна,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Частини двигуна,0.9,Точне семантичне співпадіння для частин двигуна мотоцикла,semantic
1049,Затискачі Тлока,,Для мотоцикла > Частини двигуна > Поршні > Затискачі Тлока,2001,Частини двигуна,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Частини двигуна,0.9,Точне семантичне співпадіння для частин двигуна мотоцикла,semantic
1050,Циліндричні втулки,,Для мотоцикла > Частини двигуна > Циліндричні втулки,2001,Частини двигуна,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Частини двигуна,0.9,Точне семантичне співпадіння для частин двигуна мотоцикла,semantic
1053,Комплекти ущільнювачів,,Для мотоцикла > Частини двигуна > Ущільнювачі двигуна > Комплекти ущільнювачів,2001,Частини двигуна,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Частини двигуна,0.9,Точне семантичне співпадіння для частин двигуна мотоцикла,semantic
1052,Низ двигуна,,Для мотоцикла > Частини двигуна > Ущільнювачі двигуна > Низ двигуна,2001,Частини двигуна,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Частини двигуна,0.9,Точне семантичне співпадіння для частин двигуна мотоцикла,semantic
1054,На Верх Двигуна Top-End,,Для мотоцикла > Частини двигуна > Ущільнювачі двигуна > На Верх Двигуна Top-End,2001,Частини двигуна,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Частини двигуна,0.9,Точне семантичне співпадіння для частин двигуна мотоцикла,semantic
